energy_type,model,training_cutoff,horizon,forecast_month,actual_index,predicted_index,error,absolute_error,pct_error,smape,model_params
electricity,sarima,2025-07,3,2025-10,124.7,127.1385,2.4385,2.4385,1.9555,1.9365,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 243.8798, ""n_failures"": 0}"
electricity,constant,2025-08,1,2025-09,124.7,124.7,0.0,0.0,0.0,0.0,"{""last_value"": 124.7}"
electricity,deterministic_trend,2025-08,1,2025-09,124.7,125.0075,0.3075,0.3075,0.2466,0.2463,"{""series_id"": ""electricity"", ""annual_rate"": 0.03, ""monthly_rate"": 0.0024662698, ""last_value"": 124.7}"
electricity,ets,2025-08,1,2025-09,124.7,124.7116,0.0116,0.0116,0.0093,0.0093,"{""selected_config"": ""Ad,N"", ""aic"": 117.7774, ""n_failures"": 0}"
electricity,sarima,2025-08,1,2025-09,124.7,125.1293,0.4293,0.4293,0.3442,0.3436,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 247.4941, ""n_failures"": 0}"
electricity,constant,2025-08,3,2025-11,124.5,124.7,0.2,0.2,0.1606,0.1605,"{""last_value"": 124.7}"
electricity,deterministic_trend,2025-08,3,2025-11,124.5,125.6249,1.1249,1.1249,0.9035,0.8995,"{""series_id"": ""electricity"", ""annual_rate"": 0.03, ""monthly_rate"": 0.0024662698, ""last_value"": 124.7}"
electricity,ets,2025-08,3,2025-11,124.5,124.7283,0.2283,0.2283,0.1834,0.1832,"{""selected_config"": ""Ad,N"", ""aic"": 117.7774, ""n_failures"": 0}"
electricity,sarima,2025-08,3,2025-11,124.5,125.9626,1.4626,1.4626,1.1748,1.1679,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 247.4941, ""n_failures"": 0}"
electricity,constant,2025-09,1,2025-10,124.7,124.7,0.0,0.0,0.0,0.0,"{""last_value"": 124.7}"
electricity,deterministic_trend,2025-09,1,2025-10,124.7,125.0075,0.3075,0.3075,0.2466,0.2463,"{""series_id"": ""electricity"", ""annual_rate"": 0.03, ""monthly_rate"": 0.0024662698, ""last_value"": 124.7}"
electricity,ets,2025-09,1,2025-10,124.7,124.7067,0.0067,0.0067,0.0053,0.0053,"{""selected_config"": ""Ad,N"", ""aic"": 118.1184, ""n_failures"": 0}"
electricity,sarima,2025-09,1,2025-10,124.7,125.3684,0.6684,0.6684,0.536,0.5346,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 250.9739, ""n_failures"": 0}"
electricity,constant,2025-09,3,2025-12,124.3,124.7,0.4,0.4,0.3218,0.3213,"{""last_value"": 124.7}"
electricity,deterministic_trend,2025-09,3,2025-12,124.3,125.6249,1.3249,1.3249,1.0659,1.0602,"{""series_id"": ""electricity"", ""annual_rate"": 0.03, ""monthly_rate"": 0.0024662698, ""last_value"": 124.7}"
electricity,ets,2025-09,3,2025-12,124.3,124.7163,0.4163,0.4163,0.3349,0.3343,"{""selected_config"": ""Ad,N"", ""aic"": 118.1184, ""n_failures"": 0}"
electricity,sarima,2025-09,3,2025-12,124.3,125.4017,1.1017,1.1017,0.8864,0.8824,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 250.9739, ""n_failures"": 0}"
electricity,constant,2025-10,1,2025-11,124.5,124.7,0.2,0.2,0.1606,0.1605,"{""last_value"": 124.7}"
electricity,deterministic_trend,2025-10,1,2025-11,124.5,125.0075,0.5075,0.5075,0.4077,0.4068,"{""series_id"": ""electricity"", ""annual_rate"": 0.03, ""monthly_rate"": 0.0024662698, ""last_value"": 124.7}"
electricity,ets,2025-10,1,2025-11,124.5,124.7038,0.2038,0.2038,0.1637,0.1636,"{""selected_config"": ""Ad,N"", ""aic"": 118.4471, ""n_failures"": 0}"
electricity,sarima,2025-10,1,2025-11,124.5,124.4842,-0.0158,0.0158,-0.0127,0.0127,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 254.4908, ""n_failures"": 0}"
electricity,constant,2025-11,1,2025-12,124.3,124.5,0.2,0.2,0.1609,0.1608,"{""last_value"": 124.5}"
electricity,deterministic_trend,2025-11,1,2025-12,124.3,124.8071,0.5071,0.5071,0.4079,0.4071,"{""series_id"": ""electricity"", ""annual_rate"": 0.03, ""monthly_rate"": 0.0024662698, ""last_value"": 124.5}"
electricity,ets,2025-11,1,2025-12,124.3,124.4571,0.1571,0.1571,0.1264,0.1263,"{""selected_config"": ""Ad,N"", ""aic"": 118.7747, ""n_failures"": 0}"
electricity,sarima,2025-11,1,2025-12,124.3,124.5222,0.2222,0.2222,0.1787,0.1786,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 257.8992, ""n_failures"": 0}"
gas,constant,2023-12,1,2024-01,193.1,189.0,-4.1,4.1,-2.1233,2.146,"{""last_value"": 189.0}"
gas,deterministic_trend,2023-12,1,2024-01,193.1,189.6187,-3.4813,3.4813,-1.8028,1.8192,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.0}"
gas,ets,2023-12,1,2024-01,193.1,190.1674,-2.9326,2.9326,-1.5187,1.5303,"{""selected_config"": ""Ad,N"", ""aic"": 251.4502, ""n_failures"": 0}"
gas,sarima,2023-12,1,2024-01,193.1,204.2973,11.1973,11.1973,5.7987,5.6353,"{""order"": [2, 1, 0], ""seasonal_order"": [1, 1, 0, 12], ""label"": ""(2,1,0)x(1,1,0)[12]"", ""aic"": 257.6683, ""n_failures"": 2}"
gas,constant,2023-12,3,2024-03,189.7,189.0,-0.7,0.7,-0.369,0.3697,"{""last_value"": 189.0}"
gas,deterministic_trend,2023-12,3,2024-03,189.7,190.8623,1.1623,1.1623,0.6127,0.6108,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.0}"
gas,ets,2023-12,3,2024-03,189.7,186.9031,-2.7969,2.7969,-1.4744,1.4853,"{""selected_config"": ""Ad,N"", ""aic"": 251.4502, ""n_failures"": 0}"
gas,sarima,2023-12,3,2024-03,189.7,214.0254,24.3254,24.3254,12.8231,12.0505,"{""order"": [2, 1, 0], ""seasonal_order"": [1, 1, 0, 12], ""label"": ""(2,1,0)x(1,1,0)[12]"", ""aic"": 257.6683, ""n_failures"": 2}"
gas,constant,2023-12,6,2024-06,190.3,189.0,-1.3,1.3,-0.6831,0.6855,"{""last_value"": 189.0}"
gas,deterministic_trend,2023-12,6,2024-06,190.3,192.7429,2.4429,2.4429,1.2837,1.2755,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.0}"
gas,ets,2023-12,6,2024-06,190.3,182.9561,-7.3439,7.3439,-3.8591,3.935,"{""selected_config"": ""Ad,N"", ""aic"": 251.4502, ""n_failures"": 0}"
gas,sarima,2023-12,6,2024-06,190.3,228.1815,37.8815,37.8815,19.9062,18.1043,"{""order"": [2, 1, 0], ""seasonal_order"": [1, 1, 0, 12], ""label"": ""(2,1,0)x(1,1,0)[12]"", ""aic"": 257.6683, ""n_failures"": 2}"
gas,constant,2023-12,12,2024-12,186.5,189.0,2.5,2.5,1.3405,1.3316,"{""last_value"": 189.0}"
gas,deterministic_trend,2023-12,12,2024-12,186.5,196.56,10.06,10.06,5.3941,5.2524,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.0}"
gas,ets,2023-12,12,2024-12,186.5,177.5706,-8.9294,8.9294,-4.7879,4.9053,"{""selected_config"": ""Ad,N"", ""aic"": 251.4502, ""n_failures"": 0}"
gas,sarima,2023-12,12,2024-12,186.5,231.5931,45.0931,45.0931,24.1786,21.5708,"{""order"": [2, 1, 0], ""seasonal_order"": [1, 1, 0, 12], ""label"": ""(2,1,0)x(1,1,0)[12]"", ""aic"": 257.6683, ""n_failures"": 2}"
gas,constant,2024-01,1,2024-02,191.5,193.1,1.6,1.6,0.8355,0.832,"{""last_value"": 193.1}"
gas,deterministic_trend,2024-01,1,2024-02,191.5,193.7322,2.2322,2.2322,1.1656,1.1589,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 193.1}"
gas,ets,2024-01,1,2024-02,191.5,190.0886,-1.4114,1.4114,-0.737,0.7397,"{""selected_config"": ""Ad,N"", ""aic"": 254.6184, ""n_failures"": 0}"
gas,sarima,2024-01,1,2024-02,191.5,200.2201,8.7201,8.7201,4.5536,4.4522,"{""order"": [2, 1, 0], ""seasonal_order"": [1, 1, 0, 12], ""label"": ""(2,1,0)x(1,1,0)[12]"", ""aic"": 265.2843, ""n_failures"": 2}"
gas,constant,2024-01,3,2024-04,192.8,193.1,0.3,0.3,0.1556,0.1555,"{""last_value"": 193.1}"
gas,deterministic_trend,2024-01,3,2024-04,192.8,195.0027,2.2027,2.2027,1.1425,1.136,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 193.1}"
gas,ets,2024-01,3,2024-04,192.8,187.8385,-4.9615,4.9615,-2.5734,2.6069,"{""selected_config"": ""Ad,N"", ""aic"": 254.6184, ""n_failures"": 0}"
gas,sarima,2024-01,3,2024-04,192.8,209.4896,16.6896,16.6896,8.6565,8.2973,"{""order"": [2, 1, 0], ""seasonal_order"": [1, 1, 0, 12], ""label"": ""(2,1,0)x(1,1,0)[12]"", ""aic"": 265.2843, ""n_failures"": 2}"
gas,constant,2024-01,6,2024-07,189.4,193.1,3.7,3.7,1.9535,1.9346,"{""last_value"": 193.1}"
gas,deterministic_trend,2024-01,6,2024-07,189.4,196.9241,7.5241,7.5241,3.9726,3.8952,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 193.1}"
gas,ets,2024-01,6,2024-07,189.4,185.1153,-4.2847,4.2847,-2.2623,2.2881,"{""selected_config"": ""Ad,N"", ""aic"": 254.6184, ""n_failures"": 0}"
gas,sarima,2024-01,6,2024-07,189.4,229.7222,40.3222,40.3222,21.2894,19.2413,"{""order"": [2, 1, 0], ""seasonal_order"": [1, 1, 0, 12], ""label"": ""(2,1,0)x(1,1,0)[12]"", ""aic"": 265.2843, ""n_failures"": 2}"
gas,constant,2024-01,12,2025-01,185.2,193.1,7.9,7.9,4.2657,4.1766,"{""last_value"": 193.1}"
gas,deterministic_trend,2024-01,12,2025-01,185.2,200.824,15.624,15.624,8.4363,8.0948,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 193.1}"
gas,ets,2024-01,12,2025-01,185.2,181.3934,-3.8066,3.8066,-2.0554,2.0767,"{""selected_config"": ""Ad,N"", ""aic"": 254.6184, ""n_failures"": 0}"
gas,sarima,2024-01,12,2025-01,185.2,255.673,70.473,70.473,38.0524,31.9698,"{""order"": [2, 1, 0], ""seasonal_order"": [1, 1, 0, 12], ""label"": ""(2,1,0)x(1,1,0)[12]"", ""aic"": 265.2843, ""n_failures"": 2}"
gas,constant,2024-02,1,2024-03,189.7,191.5,1.8,1.8,0.9489,0.9444,"{""last_value"": 191.5}"
gas,deterministic_trend,2024-02,1,2024-03,189.7,192.1269,2.4269,2.4269,1.2793,1.2712,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 191.5}"
gas,ets,2024-02,1,2024-03,189.7,189.6779,-0.0221,0.0221,-0.0117,0.0117,"{""selected_config"": ""Ad,N"", ""aic"": 257.6568, ""n_failures"": 0}"
gas,sarima,2024-02,1,2024-03,189.7,194.6788,4.9788,4.9788,2.6246,2.5906,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 269.8459, ""n_failures"": 0}"
gas,constant,2024-02,3,2024-05,191.3,191.5,0.2,0.2,0.1045,0.1045,"{""last_value"": 191.5}"
gas,deterministic_trend,2024-02,3,2024-05,191.3,193.3869,2.0869,2.0869,1.0909,1.085,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 191.5}"
gas,ets,2024-02,3,2024-05,191.3,187.9689,-3.3311,3.3311,-1.7413,1.7566,"{""selected_config"": ""Ad,N"", ""aic"": 257.6568, ""n_failures"": 0}"
gas,sarima,2024-02,3,2024-05,191.3,197.7988,6.4988,6.4988,3.3972,3.3404,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 269.8459, ""n_failures"": 0}"
gas,constant,2024-02,6,2024-08,188.2,191.5,3.3,3.3,1.7535,1.7382,"{""last_value"": 191.5}"
gas,deterministic_trend,2024-02,6,2024-08,188.2,195.2924,7.0924,7.0924,3.7686,3.6989,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 191.5}"
gas,ets,2024-02,6,2024-08,188.2,185.9028,-2.2972,2.2972,-1.2206,1.2281,"{""selected_config"": ""Ad,N"", ""aic"": 257.6568, ""n_failures"": 0}"
gas,sarima,2024-02,6,2024-08,188.2,202.9588,14.7588,14.7588,7.8421,7.5462,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 269.8459, ""n_failures"": 0}"
gas,constant,2024-02,12,2025-02,185.4,191.5,6.1,6.1,3.2902,3.2369,"{""last_value"": 191.5}"
gas,deterministic_trend,2024-02,12,2025-02,185.4,199.16,13.76,13.76,7.4218,7.1562,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 191.5}"
gas,ets,2024-02,12,2025-02,185.4,183.0845,-2.3155,2.3155,-1.2489,1.2568,"{""selected_config"": ""Ad,N"", ""aic"": 257.6568, ""n_failures"": 0}"
gas,sarima,2024-02,12,2025-02,185.4,211.6708,26.2708,26.2708,14.1698,13.2323,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 269.8459, ""n_failures"": 0}"
gas,constant,2024-03,1,2024-04,192.8,189.7,-3.1,3.1,-1.6079,1.6209,"{""last_value"": 189.7}"
gas,deterministic_trend,2024-03,1,2024-04,192.8,190.321,-2.479,2.479,-1.2858,1.2941,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.7}"
gas,ets,2024-03,1,2024-04,192.8,188.7982,-4.0018,4.0018,-2.0756,2.0974,"{""selected_config"": ""Ad,N"", ""aic"": 260.6432, ""n_failures"": 0}"
gas,sarima,2024-03,1,2024-04,192.8,192.3173,-0.4827,0.4827,-0.2504,0.2507,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 276.5097, ""n_failures"": 2}"
gas,constant,2024-03,3,2024-06,190.3,189.7,-0.6,0.6,-0.3153,0.3158,"{""last_value"": 189.7}"
gas,deterministic_trend,2024-03,3,2024-06,190.3,191.5692,1.2692,1.2692,0.6669,0.6647,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.7}"
gas,ets,2024-03,3,2024-06,190.3,187.2371,-3.0629,3.0629,-1.6095,1.6226,"{""selected_config"": ""Ad,N"", ""aic"": 260.6432, ""n_failures"": 0}"
gas,sarima,2024-03,3,2024-06,190.3,195.0773,4.7773,4.7773,2.5104,2.4793,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 276.5097, ""n_failures"": 2}"
gas,constant,2024-03,6,2024-09,187.5,189.7,2.2,2.2,1.1733,1.1665,"{""last_value"": 189.7}"
gas,deterministic_trend,2024-03,6,2024-09,187.5,193.4568,5.9568,5.9568,3.177,3.1273,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.7}"
gas,ets,2024-03,6,2024-09,187.5,185.3498,-2.1502,2.1502,-1.1468,1.1534,"{""selected_config"": ""Ad,N"", ""aic"": 260.6432, ""n_failures"": 0}"
gas,sarima,2024-03,6,2024-09,187.5,201.1173,13.6173,13.6173,7.2625,7.0081,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 276.5097, ""n_failures"": 2}"
gas,constant,2024-03,12,2025-03,185.5,189.7,4.2,4.2,2.2642,2.2388,"{""last_value"": 189.7}"
gas,deterministic_trend,2024-03,12,2025-03,185.5,197.288,11.788,11.788,6.3547,6.159,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.7}"
gas,ets,2024-03,12,2025-03,185.5,182.7757,-2.7243,2.7243,-1.4686,1.4795,"{""selected_config"": ""Ad,N"", ""aic"": 260.6432, ""n_failures"": 0}"
gas,sarima,2024-03,12,2025-03,185.5,209.1253,23.6253,23.6253,12.736,11.9736,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 276.5097, ""n_failures"": 2}"
gas,constant,2024-04,1,2024-05,191.3,192.8,1.5,1.5,0.7841,0.781,"{""last_value"": 192.8}"
gas,deterministic_trend,2024-04,1,2024-05,191.3,193.4312,2.1312,2.1312,1.114,1.1079,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 192.8}"
gas,ets,2024-04,1,2024-05,191.3,190.1505,-1.1495,1.1495,-0.6009,0.6027,"{""selected_config"": ""Ad,N"", ""aic"": 263.9156, ""n_failures"": 0}"
gas,sarima,2024-04,1,2024-05,191.3,194.3472,3.0472,3.0472,1.5929,1.5803,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 282.8958, ""n_failures"": 0}"
gas,constant,2024-04,3,2024-07,189.4,192.8,3.4,3.4,1.7951,1.7792,"{""last_value"": 192.8}"
gas,deterministic_trend,2024-04,3,2024-07,189.4,194.6997,5.2997,5.2997,2.7982,2.7596,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 192.8}"
gas,ets,2024-04,3,2024-07,189.4,189.7347,0.3347,0.3347,0.1767,0.1766,"{""selected_config"": ""Ad,N"", ""aic"": 263.9156, ""n_failures"": 0}"
gas,sarima,2024-04,3,2024-07,189.4,197.7072,8.3072,8.3072,4.386,4.2919,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 282.8958, ""n_failures"": 0}"
gas,constant,2024-04,6,2024-10,186.6,192.8,6.2,6.2,3.3226,3.2683,"{""last_value"": 192.8}"
gas,deterministic_trend,2024-04,6,2024-10,186.6,196.6182,10.0182,10.0182,5.3688,5.2285,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 192.8}"
gas,ets,2024-04,6,2024-10,186.6,189.2356,2.6356,2.6356,1.4124,1.4025,"{""selected_config"": ""Ad,N"", ""aic"": 263.9156, ""n_failures"": 0}"
gas,sarima,2024-04,6,2024-10,186.6,203.9071,17.3071,17.3071,9.275,8.8639,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 282.8958, ""n_failures"": 0}"
gas,constant,2024-04,12,2025-04,185.6,192.8,7.2,7.2,3.8793,3.8055,"{""last_value"": 192.8}"
gas,deterministic_trend,2024-04,12,2025-04,185.6,200.512,14.912,14.912,8.0345,7.7242,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 192.8}"
gas,ets,2024-04,12,2025-04,185.6,188.5632,2.9632,2.9632,1.5965,1.5839,"{""selected_config"": ""Ad,N"", ""aic"": 263.9156, ""n_failures"": 0}"
gas,sarima,2024-04,12,2025-04,185.6,211.2296,25.6296,25.6296,13.8091,12.9172,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 282.8958, ""n_failures"": 0}"
gas,constant,2024-05,1,2024-06,190.3,191.3,1.0,1.0,0.5255,0.5241,"{""last_value"": 191.3}"
gas,deterministic_trend,2024-05,1,2024-06,190.3,191.9263,1.6263,1.6263,0.8546,0.8509,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 191.3}"
gas,ets,2024-05,1,2024-06,190.3,190.5607,0.2607,0.2607,0.137,0.1369,"{""selected_config"": ""Ad,N"", ""aic"": 266.9007, ""n_failures"": 0}"
gas,sarima,2024-05,1,2024-06,190.3,193.116,2.816,2.816,1.4798,1.4689,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 289.3547, ""n_failures"": 0}"
gas,constant,2024-05,3,2024-08,188.2,191.3,3.1,3.1,1.6472,1.6337,"{""last_value"": 191.3}"
gas,deterministic_trend,2024-05,3,2024-08,188.2,193.185,4.985,4.985,2.6488,2.6141,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 191.3}"
gas,ets,2024-05,3,2024-08,188.2,190.4724,2.2724,2.2724,1.2074,1.2002,"{""selected_config"": ""Ad,N"", ""aic"": 266.9007, ""n_failures"": 0}"
gas,sarima,2024-05,3,2024-08,188.2,197.176,8.976,8.976,4.7694,4.6583,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 289.3547, ""n_failures"": 0}"
gas,constant,2024-05,6,2024-11,186.2,191.3,5.1,5.1,2.739,2.702,"{""last_value"": 191.3}"
gas,deterministic_trend,2024-05,6,2024-11,186.2,195.0885,8.8885,8.8885,4.7736,4.6623,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 191.3}"
gas,ets,2024-05,6,2024-11,186.2,190.3666,4.1666,4.1666,2.2377,2.2129,"{""selected_config"": ""Ad,N"", ""aic"": 266.9007, ""n_failures"": 0}"
gas,sarima,2024-05,6,2024-11,186.2,202.656,16.456,16.456,8.8378,8.4638,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 289.3547, ""n_failures"": 0}"
gas,constant,2024-05,12,2025-05,185.3,191.3,6.0,6.0,3.238,3.1864,"{""last_value"": 191.3}"
gas,deterministic_trend,2024-05,12,2025-05,185.3,198.952,13.652,13.652,7.3675,7.1058,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 191.3}"
gas,ets,2024-05,12,2025-05,185.3,190.2246,4.9246,4.9246,2.6576,2.6228,"{""selected_config"": ""Ad,N"", ""aic"": 266.9007, ""n_failures"": 0}"
gas,sarima,2024-05,12,2025-05,185.3,210.0303,24.7303,24.7303,13.3461,12.5112,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 289.3547, ""n_failures"": 0}"
gas,constant,2024-06,1,2024-07,189.4,190.3,0.9,0.9,0.4752,0.4741,"{""last_value"": 190.3}"
gas,deterministic_trend,2024-06,1,2024-07,189.4,190.923,1.523,1.523,0.8041,0.8009,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 190.3}"
gas,ets,2024-06,1,2024-07,189.4,190.3727,0.9727,0.9727,0.5136,0.5123,"{""selected_config"": ""Ad,N"", ""aic"": 269.8466, ""n_failures"": 0}"
gas,sarima,2024-06,1,2024-07,189.4,193.2154,3.8154,3.8154,2.0144,1.9944,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 295.777, ""n_failures"": 0}"
gas,constant,2024-06,3,2024-09,187.5,190.3,2.8,2.8,1.4933,1.4823,"{""last_value"": 190.3}"
gas,deterministic_trend,2024-06,3,2024-09,187.5,192.1751,4.6751,4.6751,2.4934,2.4627,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 190.3}"
gas,ets,2024-06,3,2024-09,187.5,190.2266,2.7266,2.7266,1.4542,1.4437,"{""selected_config"": ""Ad,N"", ""aic"": 269.8466, ""n_failures"": 0}"
gas,sarima,2024-06,3,2024-09,187.5,196.9953,9.4953,9.4953,5.0642,4.9391,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 295.777, ""n_failures"": 0}"
gas,constant,2024-06,6,2024-12,186.5,190.3,3.8,3.8,2.0375,2.017,"{""last_value"": 190.3}"
gas,deterministic_trend,2024-06,6,2024-12,186.5,194.0687,7.5687,7.5687,4.0583,3.9776,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 190.3}"
gas,ets,2024-06,6,2024-12,186.5,190.0515,3.5515,3.5515,1.9043,1.8864,"{""selected_config"": ""Ad,N"", ""aic"": 269.8466, ""n_failures"": 0}"
gas,sarima,2024-06,6,2024-12,186.5,191.3953,4.8953,4.8953,2.6248,2.5908,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 295.777, ""n_failures"": 0}"
gas,constant,2024-06,12,2025-06,185.3,190.3,5.0,5.0,2.6983,2.6624,"{""last_value"": 190.3}"
gas,deterministic_trend,2024-06,12,2025-06,185.3,197.912,12.612,12.612,6.8063,6.5823,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 190.3}"
gas,ets,2024-06,12,2025-06,185.3,189.8164,4.5164,4.5164,2.4374,2.408,"{""selected_config"": ""Ad,N"", ""aic"": 269.8466, ""n_failures"": 0}"
gas,sarima,2024-06,12,2025-06,185.3,208.6187,23.3187,23.3187,12.5843,11.8393,"{""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1, 12], ""label"": ""(0,1,1)x(0,1,1)[12]"", ""aic"": 295.777, ""n_failures"": 0}"
gas,constant,2024-07,1,2024-08,188.2,189.4,1.2,1.2,0.6376,0.6356,"{""last_value"": 189.4}"
gas,deterministic_trend,2024-07,1,2024-08,188.2,190.02,1.82,1.82,0.9671,0.9624,"{""series_id"": ""gas"", ""annual_rate"": 0.04, ""monthly_rate"": 0.0032737398, ""last_value"": 189.4}"
gas,ets,2024-07,1,2024-08,188.2,189.7812,1.5812,1.5812,0.8402,0.8366,"{""selected_config"": ""Ad,N"", ""aic"": 272.8477, ""n_failures"": 0}"
